"SampleID"	"HaplotypeID"	"ClusterID"	"ContigOrientation"	"ContigStart"	"ContigEnd"	"SegmentColor"	"SegmentOrientation"		
"NA19239"	"h2"	"cluster12_h2tg000011l"	"+"	1244845	1264004	"cyan"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.10096179393166"	
"NA19239"	"h2"	"cluster12_h2tg000011l"	"+"	1290499	1341275	"orange"	"direct"	"sequence identity is: 99.0 - query coverage is: 94.81448284876664"	
"NA19239"	"h2"	"cluster12_h2tg000011l"	"+"	1353494	1363867	"beige"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.18350395982229"	
"NA19239"	"h2"	"cluster12_h2tg000011l"	"+"	1379181	1418104	"purple"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.1234726688103"	
"NA19239"	"h2"	"cluster12_h2tg000011l"	"+"	1431809	1456307	"green"	"inverted"	"sequence identity is: 99.0 - query coverage is: 99.97103967564436"	
"NA19239"	"h2"	"cluster12_h2tg000011l"	"+"	1456307	1474908	"pink"	"inverted"	"sequence identity is: 98.0 - query coverage is: 70.24281560364035"	
"NA19239"	"h2"	"cluster12_h2tg000011l"	"+"	1474933	1500720	"pink"	"inverted"	"sequence identity is: 99.0 - query coverage is: 56.907357549543185"	
"NA19239"	"h2"	"cluster12_h2tg000011l"	"+"	1545258	1564427	"cyan"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.16472713746745"	
"NA19239"	"h2"	"cluster12_h2tg000011l"	"+"	1581770	1606272	"green"	"inverted"	"sequence identity is: 99.0 - query coverage is: 99.98758843241902"	
"NA19239"	"h2"	"cluster12_h2tg000011l"	"+"	1605941	1650669	"pink"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.1095124806465"	
"NA19239"	"h2"	"cluster12_h2tg000011l"	"+"	1684038	1694392	"beige"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.0"	
"NA19239"	"h2"	"cluster12_h2tg000011l"	"+"	1709743	1748607	"purple"	"direct"	"sequence identity is: 99.0 - query coverage is: 99.97170418006431"	
"NA19240"	"h1"	"cluster14_h1tg000019l"	"."	3665	53562	"orange"	"direct"	"sequence identity is: 99.0 - query coverage is: 93.17311821933411"	
"NA19240"	"h1"	"cluster14_h1tg000019l"	"."	65782	76146	"beige"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.09658103148541"	
"NA19240"	"h1"	"cluster14_h1tg000024l"	"."	33572	52740	"cyan"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.15941335883947"	
"NA19240"	"h1"	"cluster14_h1tg000024l"	"."	70084	94586	"green"	"inverted"	"sequence identity is: 99.0 - query coverage is: 99.98758843241902"	
"NA19240"	"h1"	"cluster14_h1tg000028l"	"-"	0	12122	"cyan"	"direct"	"sequence identity is: 99.0 - query coverage is: 64.40831074977416"	
"NA19240"	"h1"	"cluster14_h1tg000028l"	"-"	38617	89393	"orange"	"direct"	"sequence identity is: 99.0 - query coverage is: 94.81448284876664"	
"NA19240"	"h1"	"cluster14_h1tg000028l"	"-"	101612	111986	"beige"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.19316206297083"	
"NA19240"	"h1"	"cluster14_h1tg000028l"	"-"	127300	152798	"purple"	"direct"	"sequence identity is: 99.0 - query coverage is: 65.58971061093247"	
"NA19240"	"h1"	"cluster14_h1tg000030l"	"-"	21039	54782	"pink"	"direct"	"sequence identity is: 99.0 - query coverage is: 69.48845831310412"	
"NA19240"	"h1"	"cluster14_h1tg000030l"	"-"	54448	78938	"green"	"direct"	"sequence identity is: 99.0 - query coverage is: 99.93794216209507"	
"NA19240"	"h1"	"cluster14_h1tg000030l"	"-"	96271	115415	"cyan"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.01062755725596"	
"NA19240"	"h1"	"cluster14_h1tg000030l"	"-"	159974	198480	"pink"	"direct"	"sequence identity is: 99.0 - query coverage is: 79.99955863530035"	
"NA19240"	"h1"	"cluster14_h1tg000030l"	"-"	198146	222660	"green"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.03723470274295"	
"NA19240"	"h1"	"cluster14_h1tg000030l"	"-"	239984	259107	"cyan"	"direct"	"sequence identity is: 99.0 - query coverage is: 99.94154843509219"	
"NA19240"	"h1"	"cluster14_h1tg000030l"	"-"	277164	319303	"blue"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.10536146165082"	
"NA19240"	"h1"	"cluster14_h1tg000030l"	"-"	368492	421597	"orange"	"inverted"	"sequence identity is: 99.0 - query coverage is: 99.16344555860549"	
"NA19240"	"h1"	"cluster14_h1tg000030l"	"-"	476039	518170	"blue"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.08620483225977"	
"NA19240"	"h1"	"cluster3_h1tg000034l"	"+"	26447	66424	"pink"	"direct"	"sequence identity is: 99.0 - query coverage is: 99.98111853781957"	
"NA19240"	"h1"	"cluster3_h1tg000034l"	"+"	66090	90621	"green"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.10756691903521"	
"NA19240"	"h1"	"cluster3_h1tg000034l"	"+"	107937	127094	"cyan"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.07970667941973"	
"NA19240"	"h1"	"cluster3_h1tg000034l"	"+"	149191	191323	"blue"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.08859941093364"	
"NA19240"	"h1"	"cluster3_h1tg000034l"	"+"	245376	277454	"orange"	"inverted"	"sequence identity is: 99.0 - query coverage is: 59.89953877467182"	
"NA19240"	"h1"	"cluster3_h1tg000034l"	"+"	308580	343877	"pink"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.03398663192478"	
"NA19240"	"h1"	"cluster3_h1tg000034l"	"+"	343543	368036	"green"	"direct"	"sequence identity is: 99.0 - query coverage is: 99.95035372967605"	
"NA19240"	"h1"	"cluster3_h1tg000034l"	"+"	385367	404498	"cyan"	"direct"	"sequence identity is: 99.0 - query coverage is: 99.97343110686009"	
"NA19240"	"h2"	"cluster14_h2tg000004l"	"-"	3665	53562	"orange"	"direct"	"sequence identity is: 99.0 - query coverage is: 93.17311821933411"	
"NA19240"	"h2"	"cluster14_h2tg000004l"	"-"	65782	76146	"beige"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.09658103148541"	
"NA19240"	"h2"	"cluster14_h2tg000004l"	"-"	91472	130369	"purple"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.05659163987139"	
"NA19240"	"h2"	"cluster14_h2tg000004l"	"-"	144058	168568	"green"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.02068594596831"	
"NA19240"	"h2"	"cluster14_h2tg000010l"	"+"	15471	57602	"blue"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.08620483225977"	
"NA19240"	"h2"	"cluster14_h2tg000010l"	"+"	112044	165149	"orange"	"direct"	"sequence identity is: 99.0 - query coverage is: 99.16344555860549"	
"NA19240"	"h2"	"cluster14_h2tg000010l"	"+"	214338	256477	"blue"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.10536146165082"	
"NA19240"	"h2"	"cluster14_h2tg000010l"	"+"	274534	293657	"cyan"	"inverted"	"sequence identity is: 99.0 - query coverage is: 99.94154843509219"	
"NA19240"	"h2"	"cluster14_h2tg000010l"	"+"	310981	335495	"green"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.03723470274295"	
"NA19240"	"h2"	"cluster14_h2tg000010l"	"+"	335161	373667	"pink"	"inverted"	"sequence identity is: 99.0 - query coverage is: 80.00617910579511"	
"NA19240"	"h2"	"cluster14_h2tg000010l"	"+"	418226	437370	"cyan"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.01062755725596"	
"NA19240"	"h2"	"cluster14_h2tg000010l"	"+"	454703	479193	"green"	"inverted"	"sequence identity is: 99.0 - query coverage is: 99.93794216209507"	
"NA19240"	"h2"	"cluster14_h2tg000010l"	"+"	478859	512602	"pink"	"inverted"	"sequence identity is: 99.0 - query coverage is: 69.49507878359888"	
"NA19240"	"h2"	"cluster14_h2tg000010l"	"+"	545972	556328	"beige"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.01931620629708"	
"NA19240"	"h2"	"cluster14_h2tg000042l"	"-"	0	21424	"purple"	"direct"	"sequence identity is: 99.0 - query coverage is: 55.10996784565916"	
"NA19240"	"h2"	"cluster14_h2tg000042l"	"-"	35129	55548	"green"	"inverted"	"sequence identity is: 99.0 - query coverage is: 84.49474468261194"	
"NA19240"	"h2"	"cluster3_h2tg000042l"	"."	0	20528	"green"	"inverted"	"sequence identity is: 99.0 - query coverage is: 84.92821976748996"	"* don't know if these are redundant sequences or additional copies"
"NA19240"	"h2"	"cluster3_h2tg000042l"	"."	20197	60220	"pink"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.1095124806465"	"* don't know if these are redundant sequences or additional copies"
"NA19240"	"h2"	"cluster3_h2tg000044l"	"."	28995	59584	"pink"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.01888146218043"	"* don't know if these are redundant sequences or additional copies"
"NA19240"	"h2"	"cluster3_h2tg000044l"	"."	59250	78686	"green"	"direct"	"sequence identity is: 99.0 - query coverage is: 80.41040916801126"	"* don't know if these are redundant sequences or additional copies"
"NA19240"	"h2"	"cluster3_h2tg000052l"	"."	37667	56265	"pink"	"direct"	"sequence identity is: 98.0 - query coverage is: 70.2314867263321"	"* don't know if these are redundant sequences or additional copies"
"NA19240"	"h2"	"cluster3_h2tg000052l"	"."	56265	80775	"green"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.02068594596831"	"* don't know if these are redundant sequences or additional copies"
"NA19240"	"h2"	"cluster3_h2tg000052l"	"."	98091	117262	"cyan"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.16472713746745"	"* don't know if these are redundant sequences or additional copies"
"NA24385"	"h1"	"cluster9_h1tg000004l"	"-"	82972159	83011038	"purple"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.01028938906752"	"*belongs to h2"
"NA24385"	"h1"	"cluster9_h1tg000004l"	"-"	83026395	83036749	"beige"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.0"	"*belongs to h3"
"NA24385"	"h1"	"cluster9_h1tg000004l"	"-"	83070124	83100701	"pink"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.00755258487217"	"*belongs to h4"
"NA24385"	"h1"	"cluster9_h1tg000004l"	"-"	83100367	83124873	"green"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.00413718919366"	"*belongs to h5"
"NA24385"	"h1"	"cluster9_h1tg000004l"	"-"	83142188	83161360	"cyan"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.09564801530368"	"*belongs to h6"
"NA24385"	"h1"	"cluster9_h1tg000004l"	"-"	83179434	83221540	"blue"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.02634036541271"	"*belongs to h7"
"NA24385"	"h1"	"cluster9_h1tg000004l"	"-"	83275982	83329538	"orange"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.00560192706291"	"*belongs to h8"
"NA24385"	"h1"	"cluster9_h1tg000004l"	"-"	83376248	83418359	"blue"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.03831325878211"	"*belongs to h9"
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	9786260	9812737	"pink"	"direct"	"sequence identity is: 98.0 - query coverage is: 99.98489483025566"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	9812737	9837270	"green"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.11584129742253"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	9850975	9876902	"purple"	"inverted"	"sequence identity is: 99.0 - query coverage is: 66.69324758842444"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	9905217	9915586	"beige"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.14487154722812"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	9927805	9977644	"orange"	"inverted"	"sequence identity is: 99.0 - query coverage is: 93.06481429611786"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	9991437	10022020	"pink"	"direct"	"sequence identity is: 99.0 - query coverage is: 99.94713190589479"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	10021686	10046186	"green"	"direct"	"sequence identity is: 99.0 - query coverage is: 99.97931405403169"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	10063501	10082661	"cyan"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.10627557255965"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	10100726	10142827	"blue"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.01436747204329"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	10198588	10252135	"orange"	"inverted"	"sequence identity is: 99.0 - query coverage is: 99.98879614587418"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	10306555	10348723	"blue"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.1748042431934"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	10366788	10385925	"cyan"	"inverted"	"sequence identity is: 99.0 - query coverage is: 99.95217599234816"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	10403240	10427465	"green"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.0206440957886"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	10427465	10467488	"pink"	"inverted"	"sequence identity is: 99.0 - query coverage is: 99.98489483025566"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	10498640	10530748	"orange"	"direct"	"sequence identity is: 99.0 - query coverage is: 59.95555804530092"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	10549460	10568629	"cyan"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.16472713746745"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	10585976	10610488	"green"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.02896032435564"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	10610157	10650167	"pink"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.06042067897738"	
"NA24385"	"h1"	"cluster9_h1tg000012l"	"+"	10683528	10693883	"beige"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.00965810314854"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	11853000	11891879	"purple"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.01028938906752"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	11907236	11917590	"beige"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.0"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	11950965	11981542	"pink"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.00755258487217"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	11981208	12005714	"green"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.00413718919366"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	12023029	12042201	"cyan"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.09564801530368"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	12060275	12102381	"blue"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.02634036541271"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	12156823	12210379	"orange"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.00560192706291"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	12257089	12299200	"blue"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.03831325878211"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	12317255	12336368	"cyan"	"inverted"	"sequence identity is: 99.0 - query coverage is: 99.89903820606834"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	12353703	12378200	"green"	"inverted"	"sequence identity is: 99.0 - query coverage is: 99.9669024864507"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	12377869	12413192	"pink"	"inverted"	"sequence identity is: 99.0 - query coverage is: 100.04909180166912"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	12447634	12479757	"orange"	"direct"	"sequence identity is: 99.0 - query coverage is: 59.983567680615465"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	12526517	12556073	"blue"	"inverted"	"sequence identity is: 99.0 - query coverage is: 70.77416728526616"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	12568293	12578647	"beige"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.0"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	12593971	12632881	"purple"	"direct"	"sequence identity is: 99.0 - query coverage is: 100.09003215434083"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	12647292	12671107	"green"	"inverted"	"sequence identity is: 99.0 - query coverage is: 98.47751437673244"	
"NA24385"	"h2"	"cluster9_h2tg000016l"	"-"	12670776	12710800	"pink"	"inverted"	"sequence identity is: 99.0 - query coverage is: 99.94713190589479"	
